SYMBOL,NAME OF COMPANY,TICKER
EPACK,EPACK Durable Limited,INE0G5901015
EPIGRAL,Epigral Limited,INE071N01016
EPL,EPL Limited,INE255A01020
EQUIPPP,Equippp Social Impact Technologies Limited,INE217G01035
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018
ERIS,Eris Lifesciences Limited,INE406M01024
EROSMEDIA,Eros International Media Limited,INE416L01017
ESABINDIA,Esab India Limited,INE284A01012
ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011
ESCORTS,Escorts Kubota Limited,INE042A01014
ESSARSHPNG,Essar Shipping Limited,INE122M01019
ESSENTIA,Integra Essentia Limited,INE418N01035
ESTER,Ester Industries Limited,INE778B01029
ETHOSLTD,Ethos Limited,INE04TZ01018
EUROTEXIND,Eurotex Industries and Exports Limited,INE022C01012
EVEREADY,Eveready Industries India Limited,INE128A01029
EVERESTIND,Everest Industries Limited,INE295A01018
EXCEL,Excel Realty N Infra Limited,INE688J01023
EXCELINDUS,Excel Industries Limited,INE369A01029
EXICOM,Exicom Tele-Systems Limited,INE777F01014
EXIDEIND,Exide Industries Limited,INE302A01020
EXPLEOSOL,Expleo Solutions Limited,INE201K01015
EXXARO,Exxaro Tiles Limited,INE0GFE01018
FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015
FAIRCHEMOR,Fairchem Organics Limited,INE0DNW01011
FAZE3Q,Faze Three Limited,INE963C01033
FCL,Fineotex Chemical Limited,INE045J01026
FCSSOFT,FCS Software Solutions Limited,INE512B01022
FDC,FDC Limited,INE258B01022
FEDERALBNK,The Federal Bank  Limited,INE171A01029
FEDFINA,Fedbank Financial Services Limited,INE007N01010
FEL,Future Enterprises Limited,INE623B01027
FELDVR,Future Enterprises Limited,IN9623B01058
FIBERWEB,Fiberweb (India) Limited,INE296C01020
FIEMIND,Fiem Industries Limited,INE737H01014
FILATEX,Filatex India Limited,INE816B01035
FILATFASH,Filatex Fashions Limited,INE185E01013
FINCABLES,Finolex Cables Limited,INE235A01022
FINEORG,Fine Organic Industries Limited,INE686Y01026
FINOPB,Fino Payments Bank Limited,INE02NC01014
FINPIPE,Finolex Industries Limited,INE183A01024
FIVESTAR,Five-Star Business Finance Limited,INE128S01021
FLAIR,Flair Writing Industries Limited,INE00Y201027
FLEXITUFF,Flexituff Ventures International Limited,INE060J01017
FLFL,Future Lifestyle Fashions Limited,INE452O01016
FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011
FMGOETZE,Federal-Mogul Goetze (India) Limited.,INE529A01010
FMNL,Future Market Networks Limited,INE360L01017
FOCUS,Focus Lighting and Fixtures Limited,INE593W01028
FOODSIN,Foods & Inns Limited,INE976E01023
FORCEMOT,FORCE MOTORS LTD,INE451A01017
FORTIS,Fortis Healthcare Limited,INE061F01013
FOSECOIND,Foseco India Limited,INE519A01011
FRETAIL,Future Retail Limited,INE752P01024
FSL,Firstsource Solutions Limited,INE684F01012
FUSION,Fusion Micro Finance Limited,INE139R01012
GABRIEL,Gabriel India Limited,INE524A01029
GACMDVR-RE,GACM Tech Ltd DVR-RE,INE224E20028
GAEL,Gujarat Ambuja Exports Limited,INE036B01030
GAIL,GAIL (India) Limited,INE129A01019
GALAXYSURF,Galaxy Surfactants Limited,INE600K01018
GALLANTT,Gallantt Ispat Limited,INE297H01019
GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049
GANDHITUBE,Gandhi Special Tubes Limited,INE524B01027
GANECOS,Ganesha Ecosphere Limited,INE845D01014
GANESHBE,Ganesh Benzoplast Limited,INE388A01029
GANESHHOUC,Ganesh Housing Corporation Limited,INE460C01014
GANGAFORGE,Ganga Forging Limited,INE691Z01023
GANGESSECU,Ganges Securities Limited,INE335W01016
GARFIBRES,Garware Technical Fibres Limited,INE276A01018
GATECH,GACM Technologies Limited,INE224E01028
GATECH-RE,GACM Technologies Ltd-RE,INE224E20010
GATECHDVR,GACM Technologies Limited,INE224E01036
GATEWAY,Gateway Distriparks Limited,INE079J01017
GEECEE,GeeCee Ventures Limited,INE916G01016
GEEKAYWIRE,Geekay Wires Limited,INE669X01024
GENCON,Generic Engineering Construction and Projects Limited,INE854S01022
GENESYS,Genesys International Corporation Limited,INE727B01026
GENSOL,Gensol Engineering Limited,INE06H201014
GENUSPAPER,Genus Paper & Boards Limited,INE949P01018
GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029
GEOJITFSL,Geojit Financial Services Limited,INE007B01023
GEPIL,GE Power India Limited,INE878A01011
GESHIP,The Great Eastern Shipping Company Limited,INE017A01032
GET&D,GE T&D India Limited,INE200A01026
GFLLIMITED,GFL Limited,INE538A01037
GHCL,GHCL Limited,INE539A01019
GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013
GICHSGFIN,GIC Housing Finance Limited,INE289B01019
GICRE,General Insurance Corporation of India,INE481Y01014
GILLANDERS,Gillanders Arbuthnot & Company Limited,INE047B01011
GILLETTE,Gillette India Limited,INE322A01010
GINNIFILA,Ginni Filaments Limited,INE424C01010
GIPCL,Gujarat Industries Power Company Limited,INE162A01010
GKWLIMITED,GKW Limited,INE528A01020
GLAND,Gland Pharma Limited,INE068V01023
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016
GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035
GLFL,Gujarat Lease Financing Limited,INE540A01017
GLOBAL,Global Education Limited,INE291W01029
GLOBALVECT,Global Vectra Helicorp Limited,INE792H01019
GLOBE,Globe Textiles (India) Limited,INE581X01021
GLOBUSSPR,Globus Spirits Limited,INE615I01010
GLOSTERLTD,Gloster Limited,INE350Z01018
GLS,Glenmark Life Sciences Limited,INE03Q201024
GMBREW,GM Breweries Limited,INE075D01018
GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031
GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023
GMRINFRA,GMR Airports Infrastructure Limited,INE776C01039
GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026
GNA,GNA Axles Limited,INE934S01014
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013
GOACARBON,Goa Carbon Limited,INE426D01013
GOCLCORP,GOCL Corporation Limited,INE077F01035
GOCOLORS,Go Fashion (India) Limited,INE0BJS01011
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028
GODHA,Godha Cabcon & Insulation Limited,INE925Y01036
GODIGIT,Go Digit General Insurance Limited,INE03JT01014
GODREJAGRO,Godrej Agrovet Limited,INE850D01014
GODREJCP,Godrej Consumer Products Limited,INE102D01028
GODREJIND,Godrej Industries Limited,INE233A01035
GODREJPROP,Godrej Properties Limited,INE484J01027
GOKEX,Gokaldas Exports Limited,INE887G01027
GOKUL,Gokul Refoils and Solvent Limited,INE020J01029
GOKULAGRO,Gokul Agro Resources Limited,INE314T01025
GOLDENTOBC,Golden Tobacco Limited,INE973A01010
GOLDIAM,Goldiam International Limited,INE025B01025
GOLDTECH,AION-TECH SOLUTIONS LIMITED,INE805A01014
GOODLUCK,Goodluck India Limited,INE127I01024
GOPAL,Gopal Snacks Limited,INE0L9R01028
GOYALALUM,Goyal Aluminiums Limited,INE705X01026
GPIL,Godawari Power And Ispat limited,INE177H01021
GPPL,Gujarat Pipavav Port Limited,INE517F01014
GPTHEALTH,GPT Healthcare Limited,INE486R01017
GPTINFRA,GPT Infraprojects Limited,INE390G01014
GRANULES,Granules India Limited,INE101D01020
GRAPHITE,Graphite India Limited,INE371A01025
GRASIM,Grasim Industries Limited,INE047A01021
GRAVITA,Gravita India Limited,INE024L01027
GREAVESCOT,Greaves Cotton Limited,INE224A01026
GREENLAM,Greenlam Industries Limited,INE544R01021
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014
GREENPLY,Greenply Industries Limited,INE461C01038
GREENPOWER,Orient Green Power Company Limited,INE999K01014
GRINDWELL,Grindwell Norton Limited,INE536A01023
GRINFRA,G R Infraprojects Limited,INE201P01022
GRMOVER,GRM Overseas Limited,INE192H01020
GROBTEA,The Grob Tea Company Limited,INE646C01018
GRPLTD,GRP Limited,INE137I01015
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011
GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025
GSLSU,Global Surfaces Limited,INE0JSX01015
GSPL,Gujarat State Petronet Limited,INE246F01010
GSS,GSS Infotech Limited,INE871H01011
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,INE586X01012
GTL,GTL Limited,INE043A01012
GTLINFRA,GTL Infrastructure Limited,INE221H01019
GTPL,GTPL Hathway Limited,INE869I01013
GUFICBIO,Gufic Biosciences Limited,INE742B01025
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016
GUJGASLTD,Gujarat Gas Limited,INE844O01030
GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029
GULFPETRO,GP Petroleums Limited,INE586G01017
GULPOLY,Gulshan Polyols Limited,INE255D01024
GVKPIL,GVK Power & Infrastructure Limited,INE251H01024
GVPTECH,GVP Infotech Limited,INE382T01030
HAL,Hindustan Aeronautics Limited,INE066F01020
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012
HAPPYFORGE,Happy Forgings Limited,INE330T01021
HARDWYN,Hardwyn India Limited,INE626Z01029
HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017
HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019
HARSHA,Harsha Engineers International Limited,INE0JUS01029
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036
HATSUN,Hatsun Agro Product Limited,INE473B01035
HAVELLS,Havells India Limited,INE176B01034
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029
HBLPOWER,HBL Power Systems Limited,INE292B01021
HBSL,HB Stockholdings Limited,INE550B01022
HCC,Hindustan Construction Company Limited,INE549A01026
HCG,Healthcare Global Enterprises Limited,INE075I01017
HCL-INSYS,HCL Infosystems Limited,INE236A01020
HCLTECH,HCL Technologies Limited,INE860A01027
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025
HDFCBANK,HDFC Bank Limited,INE040A01034
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014
HDIL,Housing Development and Infrastructure Limited,INE191I01012
HEADSUP,Heads UP Ventures Limited,INE759V01019
HECPROJECT,HEC Infra Projects Limited,INE558R01013
HEG,HEG Limited,INE545A01016
HEIDELBERG,HeidelbergCement India Limited,INE578A01017
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018
HERANBA,Heranba Industries Limited,INE694N01015
HERCULES,Hercules Hoists Limited,INE688E01024
HERITGFOOD,Heritage Foods Limited,INE978A01027
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026
HESTERBIO,Hester Biosciences Limited,INE782E01017
HEUBACHIND,Heubach Colorants India Limited,INE492A01029
HEXATRADEX,Hexa Tradex Limited,INE750M01017
HFCL,HFCL Limited,INE548A01028
HGINFRA,H.G. Infra Engineering Limited,INE926X01010
HGS,Hinduja Global Solutions Limited,INE170I01016
HIKAL,Hikal Limited,INE475B01022
HIL,HIL Limited,INE557A01011
HILTON,Hilton Metal Forging Limited,INE788H01017
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027
HINDALCO,Hindalco Industries Limited,INE038A01020
HINDCOMPOS,Hindustan Composites Limited,INE310C01029
HINDCON,Hindcon Chemicals Limited,INE642Y01029
HINDCOPPER,Hindustan Copper Limited,INE531E01026
HINDMOTORS,Hindustan Motors Limited,INE253A01025
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015
HINDUNILVR,Hindustan Unilever Limited,INE030A01027
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011
HINDZINC,Hindustan Zinc Limited,INE267A01025
HIRECT,Hind Rectifiers Limited,INE835D01023
HISARMETAL,Hisar Metal Industries Limited,INE598C01011
HITECH,Hi-Tech Pipes Limited,INE106T01025
HITECHCORP,Hitech Corporation Limited,INE120D01012
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011
HLEGLAS,HLE Glascoat Limited,INE461D01028
HLVLTD,HLV LIMITED,INE102A01024
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024
HMT,HMT Limited,INE262A01018
HMVL,Hindustan Media Ventures Limited,INE871K01015
HNDFDS,Hindustan Foods Limited,INE254N01026
HOMEFIRST,Home First Finance Company India Limited,INE481N01025
HONASA,Honasa Consumer Limited,INE0J5401028
HONAUT,Honeywell Automation India Limited,INE671A01010
HONDAPOWER,Honda India Power Products Limited,INE634A01018
HOVS,HOV Services Limited,INE596H01014
HPAL,HP Adhesives Limited,INE0GSL01024
HPIL,Hindprakash Industries Limited,INE05X901010
HPL,HPL Electric & Power Limited,INE495S01016
HSCL,Himadri Speciality Chemical Limited,INE019C01026
HTMEDIA,HT Media Limited,INE501G01024
HUBTOWN,Hubtown Limited,INE703H01016
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017
HUHTAMAKI,Huhtamaki India Limited,INE275B01026
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022
ICDSLTD,ICDS Limited,INE613B01010
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019
ICICIBANK,ICICI Bank Limited,INE090A01021
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019
ICIL,Indo Count Industries Limited,INE483B01026
ICRA,ICRA Limited,INE725G01011
IDBI,IDBI Bank Limited,INE008A01015
IDEA,Vodafone Idea Limited,INE669E01016
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013
IDFC,IDFC Limited,INE043D01016
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019
IEL,Indiabulls Enterprises Limited,INE059901020
IEX,Indian Energy Exchange Limited,INE022Q01020
IFBAGRO,IFB Agro Industries Limited,INE076C01018
IFBIND,IFB Industries Limited,INE559A01017
IFCI,IFCI Limited,INE039A01010
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011
IGARASHI,Igarashi Motors India Limited,INE188B01013
IGL,Indraprastha Gas Limited,INE203G01027
IGPL,IG Petrochemicals Limited,INE204A01010
IIFL,IIFL Finance Limited,INE530B01024
IIFLSEC,IIFL Securities Limited,INE489L01022
IITL,Industrial Investment Trust Limited,INE886A01014
IKIO,IKIO Lighting Limited,INE0LOJ01019
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INE369I01014
IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018
IMPAL,India Motor Parts and Accessories Limited,INE547E01014
IMPEXFERRO,Impex Ferro Tech Limited,INE691G01015
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017
INDGN,Indegene Limited,INE065X01017
INDHOTEL,The Indian Hotels Company Limited,INE053A01029
INDIACEM,The India Cements Limited,INE383A01012
INDIAGLYCO,India Glycols Limited,INE560A01015
INDIAMART,Indiamart Intermesh Limited,INE933S01016
INDIANB,Indian Bank,INE562A01011
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024
INDIGO,InterGlobe Aviation Limited,INE646L01027
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012
INDNIPPON,India Nippon Electricals Limited,INE092B01025
INDOAMIN,Indo Amines Limited,INE760F01028
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021
INDOCO,Indoco Remedies Limited,INE873D01024
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010
INDOTECH,Indo Tech Transformers Limited,INE332H01014
INDOTHAI,Indo Thai Securities Limited,INE337M01013
INDOWIND,Indowind Energy Limited,INE227G01018
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019
INDSWFTLTD,Ind-Swift Limited,INE788B01028
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021
INDUSINDBK,IndusInd Bank Limited,INE095A01012
INDUSTOWER,Indus Towers Limited,INE121J01017
INFIBEAM,Infibeam Avenues Limited,INE483S01020
INFOBEAN,InfoBeans Technologies Limited,INE344S01016
INFY,Infosys Limited,INE009A01021
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018
INNOVACAP,Innova Captab Limited,INE0DUT01020
INOXGREEN,Inox Green Energy Services Limited,INE510W01014
INOXINDIA,INOX India Limited,INE616N01034
INOXWIND,Inox Wind Limited,INE066P01011
INSECTICID,Insecticides (India) Limited,INE070I01018
INSPIRISYS,Inspirisys Solutions Limited,INE020G01017
INTELLECT,Intellect Design Arena Limited,INE306R01017
INTENTECH,Intense Technologies Limited,INE781A01025
INTLCONV,International Conveyors Limited,INE575C01027
INVENT-RE,Inventure Growth & Securities Limited-RE,INE878H20016
INVENTURE,Inventure Growth & Securities Limited,INE878H01024
IOB,Indian Overseas Bank,INE565A01014
IOC,Indian Oil Corporation Limited,INE242A01010
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01011
IONEXCHANG,ION Exchange (India) Limited,INE570A01022
IPCALAB,IPCA Laboratories Limited,INE571A01038
IPL,India Pesticides Limited,INE0D6701023
IRB,IRB Infrastructure Developers Limited,INE821I01022
IRCON,Ircon International Limited,INE962Y01021
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016
IRFC,Indian Railway Finance Corporation Limited,INE053F01010
IRIS,Iris Business Services Limited,INE864K01010
IRISDOREME,Iris Clothings Limited,INE01GN01025
IRMENERGY,IRM Energy Limited,INE07U701015
ISEC,ICICI Securities Limited,INE763G01038
ISFT,Intrasoft Technologies Limited,INE566K01011
ISGEC,Isgec Heavy Engineering Limited,INE858B01029
ISMTLTD,ISMT Limited,INE732F01019
ITC,ITC Limited,INE154A01025
ITDC,India Tourism Development Corporation Limited,INE353K01014
ITDCEM,ITD Cementation India Limited,INE686A01026
ITI,ITI Limited,INE248A01017
IVC,IL&FS Investment Managers Limited,INE050B01023
IVP,IVP Limited,INE043C01018
IWEL,Inox Wind Energy Limited,INE0FLR01028
IXIGO,Le Travenues Technology Limited,INE0HV901016
IZMO,IZMO Limited,INE848A01014
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041
JAGRAN,Jagran Prakashan Limited,INE199G01027
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01027
JAIBALAJI,Jai Balaji Industries Limited,INE091G01018
JAICORPLTD,Jai Corp Limited,INE070D01027
JAIPURKURT,Nandani Creation Limited,INE696V01013
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032
JASH,Jash Engineering Limited,INE039O01011
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036
JBMA,JBM Auto Limited,INE927D01044
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015
JETAIRWAYS,Jet Airways (India) Limited,INE802G01018
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025
JGCHEM,J.G.Chemicals Limited,INE0MB501011
JHS,JHS Svendgaard Laboratories Limited,INE544H01014
JINDALPHOT,Jindal Photo Limited,INE796G01012
JINDALPOLY,Jindal Poly Films Limited,INE197D01010
JINDALSAW,Jindal Saw Limited,INE324A01024
JINDALSTEL,Jindal Steel & Power Limited,INE749A01030
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031
JINDWORLD,Jindal Worldwide Limited,INE247D01039
JIOFIN,Jio Financial Services Limited,INE758E01017
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038
JITFINFRA,JITF Infralogistics Limited,INE863T01013
JKCEMENT,JK Cement Limited,INE823G01014
JKIL,J.Kumar Infraprojects Limited,INE576I01022
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032
JKPAPER,JK Paper Limited,INE789E01012
JKTYRE,JK Tyre & Industries Limited,INE573A01042
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023
JMFINANCIL,JM Financial Limited,INE780C01023
JNKINDIA,JNK India Limited,INE0OAF01028
JOCIL,Jocil Limited,INE839G01010
JPASSOCIAT,Jaiprakash Associates Limited,INE455F01025
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018
JSFB,Jana Small Finance Bank Limited,INE953L01027
JSL,Jindal Stainless Limited,INE220G01021
JSWENERGY,JSW Energy Limited,INE121E01018
JSWHL,JSW Holdings Limited,INE824G01012
JSWINFRA,JSW Infrastructure Limited,INE880J01026
JSWSTEEL,JSW Steel Limited,INE019A01038
JTEKTINDIA,Jtekt India Limited,INE643A01035
JTLIND,JTL INDUSTRIES LIMITED,INE391J01024
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020
JUBLINDS,Jubilant Industries Limited,INE645L01011
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033
JUNIPER,Juniper Hotels Limited,INE696F01016
JUSTDIAL,Just Dial Limited,INE599M01018
JWL,Jupiter Wagons Limited,INE209L01016
JYOTHYLAB,Jyothy Labs Limited,INE668F01031
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024
JYOTISTRUC,Jyoti Structures Limited,INE197A01024
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029
KAJARIACER,Kajaria Ceramics Limited,INE217B01036
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021
KALYANI,Kalyani Commercials Limited,INE610E01010
KALYANIFRG,Kalyani Forge Limited,INE314G01014
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014
